,CORANI,MISICUNI,MIGUILLA,ANGOSTURA
2020-01-12 13:00:00+00:00,0.346548868,0.557034349,0.380277961,0.322976016
2020-01-12 14:00:00+00:00,0.346473822,0.556972098,0.380161384,0.322882501
2020-01-12 15:00:00+00:00,0.346368396,0.556889872,0.379997716,0.322750433
2020-01-12 16:00:00+00:00,0.346234649,0.556789596,0.37979016,0.322582349
2020-01-12 17:00:00+00:00,0.346074909,0.556673344,0.379542334,0.322381129
2020-01-12 18:00:00+00:00,0.345891746,0.556543317,0.379258231,0.322149966
2020-01-12 19:00:00+00:00,0.345687942,0.55640181,0.378942173,0.32189233
2020-01-12 20:00:00+00:00,0.345466471,0.556251181,0.378598778,0.32161194
2020-01-12 21:00:00+00:00,0.34523047,0.556093831,0.378232915,0.321312733
2020-01-12 22:00:00+00:00,0.344983214,0.555932164,0.377849664,0.32099883
2020-01-12 23:00:00+00:00,0.344728089,0.555768568,0.377454279,0.320674509
2020-01-13 00:00:00+00:00,0.344468568,0.555605381,0.377052144,0.320344168
2020-01-13 01:00:00+00:00,0.344208184,0.555444862,0.376648733,0.3200123
2020-01-13 02:00:00+00:00,0.343950503,0.555289172,0.376249571,0.319683455
2020-01-13 03:00:00+00:00,0.343699092,0.555140355,0.37586018,0.319362198
2020-01-13 04:00:00+00:00,0.343457487,0.555000336,0.375486035,0.319053073
2020-01-13 05:00:00+00:00,0.343229161,0.554870909,0.37513251,0.318760551
2020-01-13 06:00:00+00:00,0.34301749,0.554753731,0.374804826,0.318488992
2020-01-13 07:00:00+00:00,0.342825722,0.554650316,0.374508006,0.3182426
2020-01-13 08:00:00+00:00,0.342656943,0.554562023,0.374246821,0.318025381
2020-01-13 09:00:00+00:00,0.342514044,0.554490052,0.374025739,0.317841098
2020-01-13 10:00:00+00:00,0.34239969,0.554435437,0.373848877,0.317693229
2020-01-13 11:00:00+00:00,0.342316286,0.554399033,0.373719949,0.317584923
2020-01-13 12:00:00+00:00,0.342265946,0.554381513,0.373642218,0.317518958
2020-01-13 13:00:00+00:00,0.342250458,0.554383361,0.373618442,0.317497696
2020-01-13 14:00:00+00:00,0.342271253,0.554404858,0.373650826,0.317523041
2020-01-13 15:00:00+00:00,0.34232937,0.554446083,0.373740971,0.317596393
2020-01-13 16:00:00+00:00,0.34242543,0.554506897,0.373889826,0.31771861
2020-01-13 17:00:00+00:00,0.342559593,0.554586942,0.374097632,0.317889961
2020-01-13 18:00:00+00:00,0.342731534,0.554685629,0.374363879,0.318110082
2020-01-13 19:00:00+00:00,0.342940407,0.554802132,0.374687248,0.318377935
2020-01-13 20:00:00+00:00,0.343184813,0.554935379,0.375065569,0.318691765
2020-01-13 21:00:00+00:00,0.343462765,0.555084047,0.375495761,0.319049054
2020-01-13 22:00:00+00:00,0.343771659,0.555246551,0.375973791,0.319446479
2020-01-13 23:00:00+00:00,0.34410824,0.555421038,0.376494618,0.319879871
2020-01-14 00:00:00+00:00,0.344468568,0.555605381,0.377052144,0.320344168
2020-01-14 01:00:00+00:00,0.344847987,0.555797167,0.377639165,0.320833377
2020-01-14 02:00:00+00:00,0.345241128,0.555993706,0.378247374,0.321340569
2020-01-14 03:00:00+00:00,0.345641985,0.556192067,0.378867481,0.321857988
2020-01-14 04:00:00+00:00,0.346044031,0.556389124,0.379489391,0.322377195
2020-01-14 05:00:00+00:00,0.346440328,0.556581607,0.380102374,0.322889214
2020-01-14 06:00:00+00:00,0.346823643,0.556766149,0.380695247,0.323384679
2020-01-14 07:00:00+00:00,0.34718656,0.556939338,0.381256541,0.323853983
2020-01-14 08:00:00+00:00,0.347521593,0.557097762,0.381774681,0.324287426
2020-01-14 09:00:00+00:00,0.347821301,0.557238061,0.382238162,0.324675358
2020-01-14 10:00:00+00:00,0.348078397,0.557356972,0.382635722,0.32500833
2020-01-14 11:00:00+00:00,0.348285869,0.557451384,0.382956515,0.32527724
2020-01-14 12:00:00+00:00,0.348437085,0.557518381,0.383190291,0.32547348
2020-01-14 13:00:00+00:00,0.34852591,0.557555294,0.383327568,0.325589084
2020-01-14 14:00:00+00:00,0.348546822,0.557559747,0.383359808,0.325616872
2020-01-14 15:00:00+00:00,0.34849502,0.557529711,0.383279592,0.325550603
2020-01-14 16:00:00+00:00,0.348366541,0.557463547,0.383080794,0.325385116
2020-01-14 17:00:00+00:00,0.34815837,0.55736006,0.382758757,0.325116483
2020-01-14 18:00:00+00:00,0.347868559,0.557218542,0.382310471,0.32474215
2020-01-14 19:00:00+00:00,0.347496333,0.557038828,0.381734742,0.324261091
2020-01-14 20:00:00+00:00,0.34704221,0.556821339,0.381032373,0.323673948
2020-01-14 21:00:00+00:00,0.34650811,0.556567133,0.380206335,0.322983184
