,SISTEMA ZONGO,VALLE DE ZONGO - TIQUIMANI,VALLE DE ZONGO - SANTA ROSA,CHOJLLA
2020-01-03 05:00:00+00:00,0.337903508,0.279619889,0.587310072,0.434413192
2020-01-03 06:00:00+00:00,0.338577335,0.279944517,0.588032387,0.435207082
2020-01-03 07:00:00+00:00,0.33906494,0.280181058,0.588554985,0.435781191
2020-01-03 08:00:00+00:00,0.339376677,0.280334244,0.588888979,0.436147779
2020-01-03 09:00:00+00:00,0.33952404,0.280409343,0.589046709,0.43632045
2020-01-03 10:00:00+00:00,0.339519508,0.280412092,0.589041564,0.436313969
2020-01-03 11:00:00+00:00,0.339376382,0.280348619,0.58888782,0.436144072
2020-01-03 12:00:00+00:00,0.339108631,0.280225378,0.588600466,0.435827281
2020-01-03 13:00:00+00:00,0.33873073,0.280049067,0.588195037,0.435380714
2020-01-03 14:00:00+00:00,0.338257506,0.279826567,0.587687442,0.434821902
2020-01-03 15:00:00+00:00,0.337703979,0.279564861,0.587093795,0.434168598
2020-01-03 16:00:00+00:00,0.337085202,0.279270965,0.586430246,0.433438592
2020-01-03 17:00:00+00:00,0.336416103,0.278951857,0.585712811,0.432649522
2020-01-03 18:00:00+00:00,0.33571133,0.278614402,0.584957201,0.43181869
2020-01-03 19:00:00+00:00,0.334985089,0.278265284,0.584178656,0.430962871
2020-01-03 20:00:00+00:00,0.33425099,0.277910927,0.583391772,0.430098129
2020-01-03 21:00:00+00:00,0.333521884,0.277557431,0.58261033,0.429239629
2020-01-03 22:00:00+00:00,0.332809711,0.277210494,0.581847132,0.428401448
2020-01-03 23:00:00+00:00,0.332125335,0.27687534,0.581113826,0.427596389
2020-01-04 00:00:00+00:00,0.331478393,0.27655665,0.580420738,0.426835798
2020-01-04 01:00:00+00:00,0.330877133,0.276258489,0.579776706,0.426129371
2020-01-04 02:00:00+00:00,0.330328316,0.275984258,0.579188967,0.42548504
2020-01-04 03:00:00+00:00,0.329837245,0.275736706,0.578663197,0.424909009
2020-01-04 04:00:00+00:00,0.329407855,0.275517964,0.5782036,0.424405859
2020-01-04 05:00:00+00:00,0.329042801,0.275329584,0.577813004,0.423978655
2020-01-04 06:00:00+00:00,0.328743547,0.275172573,0.577492962,0.423629051
2020-01-04 07:00:00+00:00,0.32851045,0.275047432,0.577243838,0.423357393
2020-01-04 08:00:00+00:00,0.328342856,0.274954188,0.577064912,0.423162832
2020-01-04 09:00:00+00:00,0.328239185,0.274892432,0.576954468,0.423043422
2020-01-04 10:00:00+00:00,0.328197019,0.274861359,0.576909893,0.422996233
2020-01-04 11:00:00+00:00,0.328213191,0.274859799,0.576927773,0.423017451
2020-01-04 12:00:00+00:00,0.328283876,0.274886255,0.577003986,0.42310249
2020-01-04 13:00:00+00:00,0.328404677,0.27493894,0.577133801,0.423246091
2020-01-04 14:00:00+00:00,0.328570715,0.275015813,0.577311968,0.423442435
2020-01-04 15:00:00+00:00,0.328776717,0.275114616,0.577532819,0.423685245
2020-01-04 16:00:00+00:00,0.329017105,0.275232906,0.577790361,0.423967892
2020-01-04 17:00:00+00:00,0.329286085,0.275368099,0.578078371,0.424283502
2020-01-04 18:00:00+00:00,0.329577736,0.275517498,0.578390492,0.424625061
2020-01-04 19:00:00+00:00,0.329886097,0.275678335,0.578720329,0.424985525
2020-01-04 20:00:00+00:00,0.330205258,0.275847804,0.579061543,0.425357918
2020-01-04 21:00:00+00:00,0.330529446,0.276023101,0.579407948,0.425735446
2020-01-04 22:00:00+00:00,0.330853117,0.276201455,0.579753605,0.426111599
2020-01-04 23:00:00+00:00,0.331171041,0.276380168,0.580092921,0.426480257
2020-01-05 00:00:00+00:00,0.331478393,0.27655665,0.580420738,0.426835798
2020-01-05 01:00:00+00:00,0.331770842,0.276728456,0.580732433,0.4271732
2020-01-05 02:00:00+00:00,0.33204461,0.276893314,0.581023985,0.427488119
2020-01-05 03:00:00+00:00,0.332296479,0.277049132,0.581291973,0.427776886
2020-01-05 04:00:00+00:00,0.332523762,0.277194004,0.581533554,0.428036478
2020-01-05 05:00:00+00:00,0.332724284,0.277326209,0.581746435,0.428264489
2020-01-05 06:00:00+00:00,0.332896354,0.277444213,0.581928846,0.428459093
2020-01-05 07:00:00+00:00,0.333038745,0.277546672,0.582079514,0.428619018
2020-01-05 08:00:00+00:00,0.333150667,0.277632432,0.582197638,0.428743513
2020-01-05 09:00:00+00:00,0.333231744,0.277700531,0.58228286,0.428832315
2020-01-05 10:00:00+00:00,0.33328199,0.277750202,0.58233524,0.428885619
2020-01-05 11:00:00+00:00,0.333301784,0.277780874,0.58235523,0.428904048
2020-01-05 12:00:00+00:00,0.333291848,0.27779217,0.582343644,0.428888619
2020-01-05 13:00:00+00:00,0.333253223,0.277783916,0.582301637,0.428840715
2020-01-05 14:00:00+00:00,0.333187241,0.277756136,0.582230674,0.428762049
2020-01-05 15:00:00+00:00,0.333095507,0.277709058,0.582132507,0.428654637
