,[66] - VALLE DE ZONGO - TIQUIMANI,[25] - CORANI,[30] - ANGOSTURA,[28] - MISICUNI,[118] - SAN JACINTO,[65] - SISTEMA ZONGO,[69] - VALLE DE ZONGO - SANTA ROSA,[75] - CHOJLLA,[29] - MIGUILLA
2020-06-23 04:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.998466225993552,0.9478855190849435,0.8587483605281694,0.0559201993438023,0.8370542370791407,0.9916346830400663
2020-06-23 05:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9983712051014029,0.9479150889788187,0.8588039160628125,0.0559201993438023,0.8386365736246068,0.9915204012386293
2020-06-23 06:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9982761842092538,0.9479446588726939,0.8588594715974556,0.0559201993438023,0.8402189101700728,0.9914061194371923
2020-06-23 07:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9981811633171046,0.947974228766569,0.8589150271320987,0.0559201993438023,0.8418012467155389,0.9912918376357552
2020-06-23 08:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9980861424249555,0.9480037986604443,0.8589705826667418,0.0559201993438023,0.8433835832610049,0.9911775558343182
2020-06-23 09:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9980681934357772,0.9480333685543194,0.8590261382013848,0.0559201993438023,0.844965919806471,0.9910632740328812
2020-06-23 10:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9980580123574663,0.9480629384481946,0.8590816937360279,0.0559201993438023,0.8465482563519371,0.9909489922314442
2020-06-23 11:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9979629914653172,0.9480925083420698,0.8591372492706711,0.0559201993438023,0.8481305928974031,0.9908347104300071
2020-06-23 12:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9980206601611831,0.948122078235945,0.8591928048053142,0.0559201993438023,0.8497129294428691,0.9907204286285701
2020-06-23 13:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.997925639269034,0.9481516481298201,0.8592483603399573,0.0559201993438023,0.8512952659883353,0.9906061468271331
