,1980,1985,1990,1995,2000,2005,2010,2015,Baseline,Observed
Jan,0.355074837,0.276290387,0.268201501,0.276557054,0.265801502,0.270068167,0.281357052,0.276379276,0.358330504,0.334805008
Jan,0.355652615,0.276501498,0.268323723,0.276701498,0.265890391,0.270190389,0.281534829,0.276545942,0.359043357,0.334761822
Jan,0.356230392,0.276712609,0.268445945,0.276845942,0.26597928,0.270312612,0.281712607,0.276712609,0.359756211,0.334656201
Jan,0.35680817,0.27692372,0.268568168,0.276990387,0.266068169,0.270434834,0.281890385,0.276879276,0.360469064,0.334485733
Jan,0.357385948,0.277134831,0.26869039,0.277134831,0.266157058,0.270557056,0.282068162,0.277045942,0.359178969,0.334248866
Jan,0.357963725,0.277345942,0.268812612,0.277279275,0.266245946,0.270679278,0.28224594,0.277212609,0.359891822,0.333945006
Jan,0.358541503,0.277557053,0.268934834,0.27742372,0.266334835,0.2708015,0.282423718,0.277379275,0.360604676,0.333574606
Jan,0.35911928,0.277768164,0.269057056,0.277568164,0.266423724,0.270923722,0.282601495,0.277545942,0.361317529,0.333139255
Jan,0.359697058,0.277979275,0.269179279,0.277712609,0.266512613,0.271045945,0.282779273,0.277712609,0.362030383,0.332641773
Jan,0.360241502,0.278190386,0.269301501,0.277857053,0.266601502,0.271157056,0.282968162,0.277890386,0.362743236,0.332086302
Jan,0.360785946,0.278401497,0.269423723,0.278001497,0.266690391,0.271268167,0.283157051,0.278068164,0.36345609,0.331478393
Jan,0.36133039,0.278612608,0.269545945,0.278145942,0.26677928,0.271379278,0.28334594,0.278245942,0.364168943,0.330825102
Jan,0.361874835,0.278823719,0.269668167,0.278290386,0.266868168,0.271490389,0.283534828,0.278423719,0.364881796,0.330135017
Jan,0.362419279,0.27903483,0.269790389,0.278434831,0.266957057,0.2716015,0.283723717,0.278601497,0.36559465,0.329418138
Jan,0.362963723,0.279245941,0.269912612,0.278579275,0.267045946,0.271712611,0.283912606,0.278779275,0.366307503,0.328685707
Jan,0.363508167,0.279457052,0.270034834,0.278723719,0.267134835,0.271823722,0.284101495,0.278957053,0.367020357,0.327950027
