,Zongo Tiquimani,Zongo Botijilaca,Zongo Central,Zongo Cuticucho,Zongo Santa Rosa,Zongo Sainami,Zongo Chururaqui,Zongo Harca,Zongo Cahua,Chepete,Bala,Cachuela Esperanza,Binacional Madera
23/03/2008,0.10,2.29,0.83,2.80,3.04,0.67,0.42,9.64,4.12,437.86,3807.76,566.25,5322.42
24/03/2008,0.10,2.22,0.81,2.71,2.95,0.65,0.41,9.35,3.99,425.01,3696.04,569.33,5343.13
25/03/2008,0.10,2.14,0.78,2.61,2.84,0.62,0.40,9.00,3.85,407.08,3540.09,570.53,5410.13
26/03/2008,0.10,2.04,0.75,2.50,2.72,0.59,0.38,8.62,3.68,395.96,3443.38,568.26,5384.31
27/03/2008,0.10,1.96,0.72,2.40,2.61,0.57,0.36,8.27,3.53,384.48,3343.55,564.73,5307.02
28/03/2008,0.10,1.92,0.70,2.35,2.56,0.56,0.36,8.11,3.46,369.90,3216.79,562.93,5266.27
29/03/2008,0.10,1.96,0.72,2.40,2.60,0.57,0.36,8.26,3.53,374.02,3252.58,568.69,5301.43
30/03/2008,0.10,2.02,0.74,2.48,2.69,0.59,0.38,8.53,3.64,386.29,3359.30,578.26,5359.61
31/03/2008,0.10,2.11,0.77,2.58,2.81,0.62,0.39,8.91,3.80,407.07,3540.00,580.62,5421.22
01/04/2008,0.10,2.31,0.84,2.82,3.07,0.67,0.43,9.72,4.15,437.17,3801.79,590.88,5625.15
02/04/2008,0.10,2.45,0.89,3.00,3.26,0.71,0.45,10.33,4.41,477.83,4155.40,601.92,5656.24
03/04/2008,0.10,2.38,0.87,2.91,3.16,0.69,0.44,10.02,4.28,480.17,4175.67,612.57,5595.07
04/04/2008,0.10,2.23,0.82,2.73,2.97,0.65,0.41,9.41,4.02,471.94,4104.16,609.09,5524.03
05/04/2008,0.10,2.09,0.76,2.56,2.78,0.61,0.39,8.82,3.77,438.70,3815.07,600.04,5461.36
06/04/2008,0.10,1.97,0.72,2.40,2.61,0.57,0.36,8.28,3.54,415.94,3617.14,590.29,5408.31
07/04/2008,0.10,1.86,0.68,2.27,2.47,0.54,0.34,7.84,3.35,392.62,3414.35,580.28,5326.27
08/04/2008,0.10,1.99,0.73,2.43,2.64,0.58,0.37,8.38,3.58,404.14,3514.55,572.94,5263.18
09/04/2008,0.10,2.11,0.77,2.58,2.80,0.61,0.39,8.88,3.79,409.38,3560.08,569.16,5225.15
10/04/2008,0.10,1.99,0.73,2.44,2.65,0.58,0.37,8.41,3.59,382.44,3325.82,569.30,5224.09
11/04/2008,0.10,1.87,0.68,2.28,2.48,0.54,0.35,7.88,3.36,358.68,3119.22,569.26,5246.92
12/04/2008,0.10,1.78,0.65,2.17,2.36,0.52,0.33,7.49,3.20,343.79,2989.74,566.58,5198.27
13/04/2008,0.10,1.82,0.67,2.23,2.42,0.53,0.34,7.69,3.28,344.32,2994.33,563.42,5104.91
14/04/2008,0.10,2.09,0.76,2.56,2.78,0.61,0.39,8.82,3.77,388.01,3374.27,561.98,5132.28
15/04/2008,0.10,2.10,0.77,2.57,2.79,0.61,0.39,8.86,3.79,399.36,3472.98,566.46,5256.86
16/04/2008,0.10,1.93,0.70,2.36,2.57,0.56,0.36,8.14,3.48,369.30,3211.58,568.42,5231.51
17/04/2008,0.10,1.83,0.67,2.24,2.43,0.53,0.34,7.71,3.29,346.05,3009.36,564.46,5136.33
18/04/2008,0.10,1.79,0.66,2.19,2.38,0.52,0.33,7.56,3.23,330.64,2875.36,561.09,5060.35
19/04/2008,0.10,1.78,0.65,2.18,2.37,0.52,0.33,7.51,3.21,321.81,2798.56,558.34,4986.27
20/04/2008,0.10,1.73,0.63,2.11,2.29,0.50,0.32,7.28,3.11,310.67,2701.70,556.16,4924.71
21/04/2008,0.10,1.67,0.61,2.05,2.22,0.49,0.31,7.05,3.01,298.22,2593.42,554.79,4872.67
22/04/2008,0.10,1.64,0.60,2.00,2.18,0.48,0.30,6.90,2.95,289.39,2516.67,553.86,4786.33
23/04/2008,0.10,1.58,0.58,1.93,2.09,0.46,0.29,6.64,2.84,279.04,2426.58,552.78,4699.57
24/04/2008,0.10,1.50,0.55,1.84,2.00,0.44,0.28,6.33,2.70,267.89,2329.66,552.32,4687.32
25/04/2008,0.10,1.44,0.52,1.76,1.91,0.42,0.27,6.05,2.59,257.86,2242.43,551.63,4688.95
26/04/2008,0.10,1.38,0.50,1.69,1.83,0.40,0.26,5.81,2.48,248.05,2157.14,551.01,4650.94
27/04/2008,0.10,1.33,0.48,1.62,1.76,0.39,0.25,5.59,2.39,239.04,2078.75,551.22,4624.50
28/04/2008,0.10,1.28,0.47,1.56,1.70,0.37,0.24,5.39,2.30,232.03,2017.83,550.61,4579.60
29/04/2008,0.10,1.37,0.50,1.68,1.82,0.40,0.25,5.77,2.47,258.03,2243.92,550.66,4631.45
30/04/2008,0.10,1.47,0.54,1.80,1.96,0.43,0.27,6.21,2.65,297.54,2587.50,552.93,4765.17
01/05/2008,0.10,1.42,0.52,1.73,1.88,0.41,0.26,5.98,2.55,290.97,2530.33,553.87,4840.47
02/05/2008,0.10,1.36,0.50,1.66,1.80,0.40,0.25,5.72,2.44,272.29,2367.94,552.40,4907.14
03/05/2008,0.10,1.30,0.48,1.59,1.73,0.38,0.24,5.50,2.35,257.54,2239.64,550.79,4863.24
04/05/2008,0.10,1.25,0.46,1.53,1.66,0.36,0.23,5.26,2.25,244.86,2129.36,549.46,4801.42
05/05/2008,0.10,1.20,0.44,1.47,1.59,0.35,0.22,5.05,2.16,233.78,2032.99,548.32,4679.62
06/05/2008,0.10,1.15,0.42,1.41,1.53,0.34,0.21,4.87,2.08,224.09,1948.74,547.31,4546.14
07/05/2008,0.10,1.13,0.41,1.39,1.51,0.33,0.21,4.78,2.04,216.62,1883.82,546.43,4429.29
08/05/2008,0.10,1.13,0.41,1.39,1.51,0.33,0.21,4.78,2.04,214.05,1861.47,545.67,4369.17
09/05/2008,0.10,1.17,0.43,1.43,1.55,0.34,0.22,4.92,2.10,214.87,1868.59,545.34,4565.40
10/05/2008,0.10,1.20,0.44,1.46,1.59,0.35,0.22,5.04,2.15,212.49,1847.90,545.96,4394.54
11/05/2008,0.10,1.20,0.44,1.47,1.59,0.35,0.22,5.06,2.16,210.63,1831.73,549.00,4388.98
12/05/2008,0.10,1.22,0.45,1.49,1.62,0.36,0.23,5.15,2.20,213.43,1856.06,550.43,4360.08
13/05/2008,0.10,1.20,0.44,1.47,1.60,0.35,0.22,5.08,2.17,211.47,1838.98,548.96,4274.37
14/05/2008,0.10,1.15,0.42,1.40,1.52,0.33,0.21,4.84,2.07,203.38,1768.63,547.73,4385.19
15/05/2008,0.10,1.10,0.40,1.34,1.46,0.32,0.20,4.62,1.97,194.97,1695.49,546.69,4140.09
16/05/2008,0.10,1.05,0.38,1.28,1.40,0.31,0.19,4.43,1.89,187.52,1630.70,545.91,4075.91
17/05/2008,0.10,1.01,0.37,1.24,1.34,0.29,0.19,4.26,1.82,180.82,1572.51,545.27,4013.35
18/05/2008,0.10,0.98,0.36,1.19,1.30,0.28,0.18,4.12,1.76,174.73,1519.50,544.75,3958.37
19/05/2008,0.10,0.94,0.34,1.15,1.25,0.27,0.18,3.98,1.70,169.11,1470.63,544.35,4103.05
20/05/2008,0.10,0.91,0.33,1.12,1.22,0.27,0.17,3.86,1.65,164.02,1426.34,543.80,3864.64
21/05/2008,0.10,0.89,0.32,1.08,1.18,0.26,0.16,3.74,1.60,159.52,1387.23,543.39,3829.62
22/05/2008,0.10,0.86,0.31,1.05,1.14,0.25,0.16,3.63,1.55,155.12,1348.99,543.31,3795.42
23/05/2008,0.10,0.84,0.31,1.02,1.11,0.24,0.16,3.53,1.51,150.69,1310.49,543.03,3769.51
24/05/2008,0.10,0.82,0.30,1.00,1.09,0.24,0.15,3.45,1.47,148.42,1290.74,542.97,3859.19
25/05/2008,0.10,0.80,0.29,0.98,1.06,0.23,0.15,3.37,1.44,146.26,1271.93,542.90,3789.17
26/05/2008,0.10,0.78,0.28,0.95,1.04,0.23,0.14,3.29,1.40,142.23,1236.90,542.54,3739.47
27/05/2008,0.10,0.76,0.28,0.93,1.01,0.22,0.14,3.20,1.37,138.41,1203.64,543.77,3709.99
28/05/2008,0.10,0.74,0.27,0.91,0.98,0.22,0.14,3.12,1.33,134.75,1171.84,544.78,3681.44
29/05/2008,0.10,0.73,0.27,0.89,0.97,0.21,0.14,3.08,1.32,138.80,1207.08,546.60,3734.67
30/05/2008,0.10,0.73,0.27,0.89,0.97,0.21,0.14,3.08,1.32,146.02,1269.82,423.05,3251.87
31/05/2008,0.10,0.72,0.26,0.88,0.96,0.21,0.13,3.04,1.30,143.83,1250.77,352.01,2965.26
01/06/2008,0.10,0.70,0.26,0.86,0.94,0.21,0.13,2.97,1.27,138.57,1205.03,311.24,2765.64
02/06/2008,0.10,0.69,0.25,0.84,0.91,0.20,0.13,2.89,1.24,133.93,1164.73,298.63,2669.34
03/06/2008,0.10,0.67,0.24,0.82,0.89,0.19,0.12,2.82,1.20,129.79,1128.67,287.85,2569.04
04/06/2008,0.10,0.65,0.24,0.80,0.87,0.19,0.12,2.75,1.18,126.00,1095.74,278.49,2478.63
05/06/2008,0.10,0.64,0.23,0.78,0.85,0.19,0.12,2.69,1.15,123.61,1074.93,270.19,2397.79
06/06/2008,0.10,0.62,0.23,0.76,0.83,0.18,0.12,2.63,1.12,121.23,1054.22,263.09,2324.23
07/06/2008,0.10,0.61,0.22,0.74,0.81,0.18,0.11,2.56,1.10,117.83,1024.71,256.61,2256.16
08/06/2008,0.10,0.59,0.22,0.73,0.79,0.17,0.11,2.51,1.07,114.69,997.42,250.35,2193.84
09/06/2008,0.10,0.58,0.21,0.71,0.77,0.17,0.11,2.46,1.05,112.56,978.84,244.69,2142.70
10/06/2008,0.10,0.58,0.21,0.71,0.78,0.17,0.11,2.46,1.05,111.49,969.58,251.11,2153.29
11/06/2008,0.10,0.64,0.23,0.78,0.85,0.19,0.12,2.69,1.15,115.82,1007.23,256.21,2169.72
12/06/2008,0.10,0.71,0.26,0.87,0.94,0.21,0.13,2.99,1.28,125.39,1090.45,252.55,2155.61
13/06/2008,0.10,0.72,0.26,0.88,0.96,0.21,0.13,3.04,1.30,132.47,1152.02,259.94,2185.30
14/06/2008,0.10,0.70,0.25,0.85,0.92,0.20,0.13,2.93,1.25,130.89,1138.22,266.58,2203.27
15/06/2008,0.10,0.67,0.25,0.83,0.90,0.20,0.13,2.84,1.21,127.59,1109.58,262.60,2169.41
16/06/2008,0.10,0.67,0.24,0.82,0.89,0.19,0.12,2.82,1.20,126.19,1097.43,267.46,2169.38
17/06/2008,0.10,0.65,0.24,0.80,0.86,0.19,0.12,2.74,1.17,122.16,1062.31,269.36,2154.01
18/06/2008,0.10,0.63,0.23,0.77,0.83,0.18,0.12,2.64,1.13,117.39,1020.88,259.81,2089.79
19/06/2008,0.10,0.60,0.22,0.74,0.80,0.18,0.11,2.55,1.09,113.27,985.02,251.33,2030.66
20/06/2008,0.10,0.59,0.21,0.72,0.78,0.17,0.11,2.47,1.06,109.60,953.13,243.91,1975.60
21/06/2008,0.10,0.57,0.21,0.70,0.76,0.17,0.11,2.40,1.03,106.37,925.05,237.37,1927.32
22/06/2008,0.10,0.56,0.20,0.68,0.74,0.16,0.10,2.34,1.00,103.58,900.73,234.76,1901.87
23/06/2008,0.10,0.54,0.20,0.66,0.72,0.16,0.10,2.28,0.98,100.93,877.74,232.13,1876.26
24/06/2008,0.10,0.53,0.19,0.65,0.70,0.15,0.10,2.23,0.95,98.34,855.22,226.62,1836.23
25/06/2008,0.10,0.52,0.19,0.63,0.69,0.15,0.10,2.18,0.93,95.90,833.99,221.58,1799.36
26/06/2008,0.10,0.51,0.19,0.63,0.68,0.15,0.10,2.17,0.93,94.17,818.95,216.94,1765.16
27/06/2008,0.10,0.54,0.20,0.66,0.71,0.16,0.10,2.27,0.97,94.98,825.99,212.81,1735.71
28/06/2008,0.10,0.55,0.20,0.67,0.73,0.16,0.10,2.32,0.99,95.04,826.47,209.68,1711.28
29/06/2008,0.10,0.53,0.20,0.65,0.71,0.16,0.10,2.25,0.96,92.51,804.49,206.54,1687.17
30/06/2008,0.10,0.52,0.19,0.63,0.69,0.15,0.10,2.18,0.93,90.05,783.13,202.86,1659.90
01/07/2008,0.10,0.50,0.18,0.62,0.67,0.15,0.10,2.12,0.91,87.79,763.47,199.35,1631.04
02/07/2008,0.10,0.49,0.18,0.60,0.65,0.14,0.10,2.06,0.88,85.68,745.07,196.04,1603.74
03/07/2008,0.10,0.48,0.17,0.58,0.63,0.14,0.10,2.01,0.86,83.68,727.74,192.90,1577.88
04/07/2008,0.10,0.47,0.17,0.57,0.62,0.14,0.10,1.96,0.84,81.80,711.32,189.94,1553.40
05/07/2008,0.10,0.45,0.17,0.56,0.60,0.13,0.10,1.92,0.82,80.00,695.68,187.13,1530.26
06/07/2008,0.10,0.44,0.16,0.54,0.59,0.13,0.10,1.87,0.80,78.29,680.85,184.46,1510.97
07/07/2008,0.10,0.44,0.16,0.53,0.58,0.13,0.10,1.84,0.79,77.00,669.66,182.32,1502.70
08/07/2008,0.10,0.43,0.16,0.53,0.57,0.13,0.10,1.82,0.78,76.13,662.04,183.81,1534.95
09/07/2008,0.10,0.42,0.15,0.52,0.56,0.12,0.10,1.78,0.76,75.15,653.57,184.94,1551.24
10/07/2008,0.10,0.41,0.15,0.51,0.55,0.12,0.10,1.75,0.75,73.87,642.40,184.24,1550.16
11/07/2008,0.10,0.41,0.15,0.50,0.54,0.12,0.10,1.72,0.73,72.76,632.72,184.00,1557.01
12/07/2008,0.10,0.40,0.15,0.49,0.53,0.12,0.10,1.68,0.72,71.71,623.59,181.87,1546.69
13/07/2008,0.10,0.39,0.14,0.48,0.52,0.11,0.10,1.65,0.70,70.30,611.37,179.08,1528.84
14/07/2008,0.10,0.38,0.14,0.47,0.51,0.11,0.10,1.62,0.69,69.17,601.50,175.83,1510.06
15/07/2008,0.10,0.38,0.14,0.46,0.50,0.11,0.10,1.58,0.68,68.02,591.56,168.31,1460.88
16/07/2008,0.10,0.37,0.13,0.45,0.49,0.11,0.10,1.56,0.66,66.86,581.44,160.60,1410.85
17/07/2008,0.10,0.36,0.13,0.44,0.48,0.11,0.10,1.53,0.65,65.72,571.54,153.97,1365.76
18/07/2008,0.10,0.36,0.13,0.43,0.47,0.10,0.10,1.50,0.64,64.43,560.27,147.45,1320.82
19/07/2008,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.48,0.63,63.52,552.41,141.64,1280.77
20/07/2008,0.10,0.35,0.13,0.43,0.46,0.10,0.10,1.47,0.63,62.65,544.81,136.50,1245.11
21/07/2008,0.10,0.34,0.13,0.42,0.46,0.10,0.10,1.44,0.62,61.48,534.68,132.59,1216.45
22/07/2008,0.10,0.34,0.12,0.41,0.45,0.10,0.10,1.42,0.61,60.36,524.89,129.41,1196.08
23/07/2008,0.10,0.33,0.12,0.40,0.44,0.10,0.10,1.39,0.60,59.26,515.37,126.05,1178.61
24/07/2008,0.10,0.33,0.12,0.40,0.43,0.10,0.10,1.37,0.59,58.59,509.54,125.47,1175.91
25/07/2008,0.10,0.32,0.12,0.39,0.43,0.10,0.10,1.36,0.58,57.91,503.59,124.59,1171.44
26/07/2008,0.10,0.32,0.12,0.39,0.42,0.10,0.10,1.33,0.57,56.85,494.34,121.31,1151.81
27/07/2008,0.10,0.31,0.11,0.38,0.41,0.10,0.10,1.31,0.56,55.83,485.51,118.03,1127.27
28/07/2008,0.10,0.32,0.12,0.39,0.43,0.10,0.10,1.35,0.58,56.00,487.01,115.77,1105.75
29/07/2008,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.49,0.64,60.47,525.85,113.95,1090.33
30/07/2008,0.10,0.39,0.14,0.47,0.51,0.11,0.10,1.62,0.69,66.75,580.47,114.82,1099.54
31/07/2008,0.10,0.39,0.14,0.47,0.51,0.11,0.10,1.62,0.69,67.32,585.43,117.31,1126.48
01/08/2008,0.10,0.37,0.13,0.45,0.49,0.11,0.10,1.55,0.66,65.05,565.67,115.70,1151.69
02/08/2008,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.49,0.64,63.33,550.73,112.70,1171.46
03/08/2008,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.48,0.63,64.77,563.27,113.78,1226.48
04/08/2008,0.10,0.35,0.13,0.43,0.46,0.10,0.10,1.47,0.63,65.39,568.66,118.19,1270.44
05/08/2008,0.10,0.34,0.12,0.42,0.45,0.10,0.10,1.43,0.61,63.20,549.64,117.93,1274.53
06/08/2008,0.10,0.34,0.13,0.42,0.46,0.10,0.10,1.45,0.62,62.43,542.90,115.13,1256.20
07/08/2008,0.10,0.36,0.13,0.44,0.48,0.11,0.10,1.53,0.65,68.12,592.37,113.40,1254.14
08/08/2008,0.10,0.40,0.14,0.48,0.53,0.12,0.10,1.67,0.71,77.55,674.36,113.41,1331.40
09/08/2008,0.10,0.40,0.15,0.49,0.54,0.12,0.10,1.70,0.73,76.77,667.60,113.99,1416.66
10/08/2008,0.10,0.38,0.14,0.47,0.51,0.11,0.10,1.61,0.69,71.66,623.16,110.82,1406.44
11/08/2008,0.10,0.37,0.14,0.46,0.50,0.11,0.10,1.57,0.67,68.96,599.70,106.55,1340.81
12/08/2008,0.10,0.37,0.13,0.45,0.49,0.11,0.10,1.55,0.66,68.39,594.74,103.31,1286.15
13/08/2008,0.10,0.36,0.13,0.44,0.48,0.10,0.10,1.51,0.65,66.80,580.91,101.50,1260.48
14/08/2008,0.10,0.35,0.13,0.42,0.46,0.10,0.10,1.46,0.63,64.00,556.56,99.91,1254.63
15/08/2008,0.10,0.34,0.12,0.41,0.45,0.10,0.10,1.42,0.60,61.60,535.68,97.37,1224.47
16/08/2008,0.10,0.33,0.12,0.40,0.43,0.10,0.10,1.37,0.59,59.54,517.74,94.57,1161.55
17/08/2008,0.10,0.32,0.12,0.39,0.42,0.10,0.10,1.34,0.57,58.55,509.13,92.39,1123.30
18/08/2008,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.49,0.64,71.46,621.46,91.06,1103.14
19/08/2008,0.10,0.40,0.14,0.49,0.53,0.12,0.10,1.67,0.71,84.84,737.81,93.42,1108.69
20/08/2008,0.10,0.40,0.14,0.48,0.53,0.12,0.10,1.67,0.71,83.20,723.56,97.04,1121.96
21/08/2008,0.10,0.41,0.15,0.50,0.54,0.12,0.10,1.72,0.74,79.78,693.78,96.27,1100.64
22/08/2008,0.10,0.44,0.16,0.54,0.58,0.13,0.10,1.85,0.79,79.03,687.28,94.17,1073.82
23/08/2008,0.10,0.43,0.16,0.53,0.57,0.13,0.10,1.82,0.78,76.65,666.60,92.78,1045.99
24/08/2008,0.10,0.41,0.15,0.50,0.54,0.12,0.10,1.71,0.73,72.09,626.92,90.41,1010.67
25/08/2008,0.10,0.38,0.14,0.47,0.51,0.11,0.10,1.62,0.69,68.51,595.82,87.53,977.24
26/08/2008,0.10,0.37,0.13,0.45,0.49,0.11,0.10,1.55,0.66,65.52,569.78,85.03,946.87
27/08/2008,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.49,0.64,63.08,548.52,82.79,931.83
28/08/2008,0.10,0.36,0.13,0.44,0.48,0.10,0.10,1.51,0.65,62.96,547.49,81.49,942.57
29/08/2008,0.10,0.37,0.13,0.45,0.48,0.11,0.10,1.54,0.66,63.17,549.38,81.98,958.87
30/08/2008,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.48,0.63,61.33,533.36,81.67,967.30
31/08/2008,0.10,0.34,0.12,0.41,0.45,0.10,0.10,1.43,0.61,59.26,515.33,79.71,952.14
01/09/2008,0.10,0.33,0.12,0.40,0.43,0.10,0.10,1.38,0.59,57.43,499.47,77.82,922.01
02/09/2008,0.10,0.32,0.12,0.39,0.42,0.10,0.10,1.34,0.57,55.80,485.25,76.09,896.27
03/09/2008,0.10,0.32,0.12,0.39,0.42,0.10,0.10,1.34,0.57,56.86,494.46,74.52,906.51
04/09/2008,0.10,0.40,0.15,0.49,0.53,0.12,0.10,1.68,0.72,68.19,593.04,79.44,1029.79
05/09/2008,0.10,0.45,0.17,0.55,0.60,0.13,0.10,1.91,0.81,74.00,643.56,89.21,1126.43
06/09/2008,0.10,0.42,0.15,0.51,0.56,0.12,0.10,1.77,0.76,69.27,602.39,94.38,1168.85
07/09/2008,0.10,0.40,0.14,0.48,0.53,0.12,0.10,1.67,0.71,65.68,571.20,93.82,1183.74
08/09/2008,0.10,0.38,0.14,0.46,0.50,0.11,0.10,1.58,0.68,62.75,545.68,90.14,1155.83
09/09/2008,0.10,0.36,0.13,0.44,0.48,0.10,0.10,1.51,0.65,60.20,523.50,86.77,1097.47
10/09/2008,0.10,0.35,0.13,0.42,0.46,0.10,0.10,1.46,0.62,58.28,506.79,83.74,1048.99
11/09/2008,0.10,0.34,0.12,0.41,0.45,0.10,0.10,1.42,0.61,57.22,497.64,81.10,1022.58
12/09/2008,0.10,0.36,0.13,0.44,0.47,0.10,0.10,1.50,0.64,64.65,562.18,78.95,1037.05
13/09/2008,0.10,0.37,0.14,0.45,0.49,0.11,0.10,1.56,0.67,70.13,609.90,82.53,1069.40
14/09/2008,0.10,0.36,0.13,0.44,0.47,0.10,0.10,1.50,0.64,65.97,573.73,85.40,1073.65
15/09/2008,0.10,0.34,0.13,0.42,0.46,0.10,0.10,1.45,0.62,62.66,544.95,82.35,1038.50
16/09/2008,0.10,0.34,0.12,0.42,0.45,0.10,0.10,1.44,0.61,61.33,533.32,79.56,986.48
17/09/2008,0.10,0.34,0.12,0.41,0.45,0.10,0.10,1.41,0.60,59.84,520.43,77.48,948.71
18/09/2008,0.10,0.32,0.12,0.40,0.43,0.10,0.10,1.36,0.58,57.43,499.44,75.49,918.59
19/09/2008,0.10,0.34,0.12,0.42,0.45,0.10,0.10,1.43,0.61,62.75,545.69,74.37,946.14
20/09/2008,0.10,0.46,0.17,0.57,0.62,0.14,0.10,1.96,0.84,78.37,681.53,81.67,1061.66
21/09/2008,0.10,0.52,0.19,0.63,0.69,0.15,0.10,2.19,0.93,83.16,723.19,99.62,1226.07
22/09/2008,0.10,0.47,0.17,0.57,0.62,0.14,0.10,1.97,0.84,76.60,666.13,107.09,1296.35
23/09/2008,0.10,0.44,0.16,0.54,0.58,0.13,0.10,1.85,0.79,71.75,624.00,101.61,1215.48
24/09/2008,0.10,0.45,0.16,0.55,0.60,0.13,0.10,1.89,0.81,72.39,629.51,96.30,1157.35
25/09/2008,0.10,0.48,0.18,0.59,0.64,0.14,0.10,2.02,0.86,79.05,687.46,96.71,1162.98
26/09/2008,0.10,0.47,0.17,0.58,0.63,0.14,0.10,1.99,0.85,78.99,686.93,104.15,1202.58
27/09/2008,0.10,0.44,0.16,0.54,0.58,0.13,0.10,1.85,0.79,73.43,638.59,104.86,1192.33
28/09/2008,0.10,0.41,0.15,0.51,0.55,0.12,0.10,1.74,0.74,69.51,604.50,99.03,1142.75
29/09/2008,0.10,0.41,0.15,0.50,0.54,0.12,0.10,1.73,0.74,68.82,598.49,99.78,1148.78
30/09/2008,0.10,0.41,0.15,0.50,0.54,0.12,0.10,1.71,0.73,67.81,589.67,100.82,1203.41
01/10/2008,0.10,0.40,0.15,0.49,0.53,0.12,0.10,1.68,0.72,66.66,579.67,104.80,1244.70
02/10/2008,0.10,0.41,0.15,0.51,0.55,0.12,0.10,1.75,0.75,67.52,587.16,114.98,1305.78
03/10/2008,0.10,0.53,0.19,0.64,0.70,0.15,0.10,2.22,0.95,77.06,670.11,124.22,1437.41
04/10/2008,0.10,0.70,0.25,0.85,0.93,0.20,0.13,2.94,1.26,101.48,882.51,164.18,1815.81
05/10/2008,0.10,0.90,0.33,1.10,1.20,0.26,0.17,3.79,1.62,136.23,1184.73,214.18,2259.96
06/10/2008,0.10,1.01,0.37,1.24,1.35,0.29,0.19,4.27,1.82,151.76,1319.73,228.58,2489.57
07/10/2008,0.10,1.19,0.43,1.46,1.58,0.35,0.22,5.02,2.14,176.10,1531.42,215.99,2507.09
08/10/2008,0.10,1.17,0.43,1.43,1.55,0.34,0.22,4.92,2.10,175.08,1522.52,204.42,2383.94
09/10/2008,0.10,1.00,0.36,1.22,1.32,0.29,0.18,4.20,1.79,150.13,1305.61,189.86,2220.30
10/10/2008,0.10,0.87,0.32,1.06,1.15,0.25,0.16,3.66,1.56,131.88,1146.88,171.08,1995.06
11/10/2008,0.10,0.78,0.28,0.95,1.03,0.23,0.14,3.27,1.40,118.72,1032.42,156.01,1801.34
12/10/2008,0.10,0.74,0.27,0.91,0.99,0.22,0.14,3.13,1.34,113.51,987.08,144.09,1649.09
13/10/2008,0.10,0.73,0.27,0.89,0.97,0.21,0.13,3.06,1.31,113.62,988.08,141.18,1562.35
14/10/2008,0.10,0.76,0.28,0.93,1.01,0.22,0.14,3.21,1.37,121.91,1060.19,141.86,1506.17
15/10/2008,0.10,0.77,0.28,0.94,1.02,0.22,0.14,3.25,1.39,122.94,1069.12,144.77,1474.99
16/10/2008,0.10,0.83,0.30,1.02,1.10,0.24,0.15,3.50,1.50,130.04,1130.83,143.77,1443.09
17/10/2008,0.10,1.10,0.40,1.34,1.46,0.32,0.20,4.64,1.98,159.04,1383.06,143.80,1419.19
18/10/2008,0.10,1.27,0.46,1.55,1.68,0.37,0.24,5.34,2.28,175.24,1523.96,162.93,1526.76
19/10/2008,0.10,1.16,0.42,1.42,1.54,0.34,0.22,4.89,2.09,162.94,1416.95,183.11,1630.68
20/10/2008,0.10,1.00,0.37,1.23,1.33,0.29,0.19,4.23,1.81,144.42,1255.88,178.67,1581.87
21/10/2008,0.10,0.90,0.33,1.10,1.19,0.26,0.17,3.79,1.62,131.06,1139.72,163.21,1489.26
22/10/2008,0.10,0.84,0.30,1.02,1.11,0.24,0.15,3.52,1.50,123.18,1071.18,157.83,1452.87
23/10/2008,0.10,0.82,0.30,1.01,1.09,0.24,0.15,3.47,1.48,120.57,1048.53,158.05,1445.10
24/10/2008,0.10,0.92,0.34,1.13,1.22,0.27,0.17,3.88,1.66,135.34,1176.92,153.36,1430.14
25/10/2008,0.10,1.01,0.37,1.24,1.35,0.30,0.19,4.27,1.83,146.91,1277.58,163.31,1505.78
26/10/2008,0.10,1.17,0.43,1.43,1.56,0.34,0.22,4.93,2.11,159.94,1390.92,172.27,1566.30
27/10/2008,0.10,1.32,0.48,1.61,1.75,0.38,0.24,5.56,2.37,170.61,1483.64,187.68,1654.42
28/10/2008,0.10,1.30,0.47,1.58,1.72,0.38,0.24,5.46,2.33,165.57,1439.86,198.25,1717.90
29/10/2008,0.10,1.32,0.48,1.61,1.75,0.38,0.24,5.56,2.38,179.09,1557.45,213.21,1797.90
30/10/2008,0.10,1.34,0.49,1.64,1.78,0.39,0.25,5.65,2.41,189.76,1650.23,227.42,1975.26
31/10/2008,0.10,1.24,0.45,1.52,1.65,0.36,0.23,5.24,2.24,181.32,1576.80,274.62,2331.35
01/11/2008,0.10,1.12,0.41,1.37,1.49,0.33,0.21,4.72,2.02,169.23,1471.65,300.94,2506.24
02/11/2008,0.10,1.05,0.38,1.28,1.40,0.31,0.19,4.43,1.89,158.29,1376.50,294.87,2474.42
03/11/2008,0.10,1.02,0.37,1.24,1.35,0.30,0.19,4.28,1.83,154.55,1343.97,298.85,2500.30
04/11/2008,0.10,0.96,0.35,1.18,1.28,0.28,0.18,4.06,1.73,148.45,1290.98,286.17,2470.24
05/11/2008,0.10,0.93,0.34,1.13,1.23,0.27,0.17,3.91,1.67,139.94,1216.97,262.13,2348.39
06/11/2008,0.10,0.90,0.33,1.10,1.20,0.26,0.17,3.80,1.62,133.59,1161.73,241.12,2249.14
